Image number,Square,Radius,Circumference,Alcohol concentration
1200,501273.95,399.45,3622.26,75.0
1201,586182.89,431.96,4904.5,75.0
1202,586127.2,431.94,4904.5,75.0
1203,480250.33,390.98,4012.35,75.0
1204,473581.25,388.26,4360.54,75.0
1205,473581.25,388.26,4360.54,75.0
1206,581261.14,430.14,3938.92,75.0
1207,581205.45,430.12,3938.92,75.0
1208,615240.03,442.53,3738.64,75.0
1209,615511.53,442.63,3739.54,75.0
121,566349.69,424.59,3514.47,75.0
1210,615253.95,442.54,3738.64,75.0
1211,500640.45,399.2,3198.55,75.0
1212,500612.61,399.19,3198.55,75.0
1213,547581.59,417.49,4171.19,75.0
1214,547560.7,417.49,4169.01,75.0
1215,547581.59,417.49,4171.19,75.0
1216,538482.96,414.01,3400.26,75.0
1217,538469.04,414.0,3400.26,75.0
1218,459588.72,382.48,3695.83,75.0
1219,459727.95,382.54,3692.74,75.0
122,566516.76,424.65,3514.47,75.0
1220,459727.95,382.54,3692.74,75.0
1221,458182.5,381.9,3081.99,75.0
1222,458300.85,381.94,3084.17,75.0
1223,395585.04,354.85,2765.15,75.0
1224,395585.04,354.85,2765.15,75.0
1225,395585.04,354.85,2765.15,75.0
1226,274156.27,295.41,2442.51,75.0
1227,274156.27,295.41,2442.51,75.0
1228,364509.08,340.63,2578.28,75.0
1229,364529.96,340.64,2580.46,75.0
123,420667.19,365.93,2924.15,75.0
1230,364578.69,340.66,2578.28,75.0
1231,376608.1,346.23,2719.32,75.0
1232,376851.75,346.35,2714.04,75.0
1233,393990.87,354.13,2767.34,75.0
1234,393963.02,354.12,2767.34,75.0
1235,393963.02,354.12,2767.34,75.0
1236,514813.99,404.81,3499.52,75.0
1237,514709.57,404.77,3498.62,75.0
1238,425686.4,368.1,3323.98,75.0
1239,425616.79,368.07,3323.98,75.0
124,420708.96,365.95,2924.15,75.0
1240,425644.63,368.09,3323.98,75.0
1241,490539.37,395.15,3461.4,75.0
1242,490372.3,395.08,3460.11,75.0
1243,543432.56,415.91,4789.94,75.0
1244,543383.83,415.89,4787.75,75.0
1245,543397.75,415.9,4787.75,75.0
1246,442352.14,375.24,3055.54,75.0
1247,442484.41,375.3,3060.82,75.0
1248,458481.84,382.02,3260.5,75.0
1249,458440.08,382.0,3260.5,75.0
125,420778.57,365.98,2924.15,75.0
1250,458384.38,381.98,3260.5,75.0
1251,555907.5,420.66,3351.05,75.0
1252,556004.96,420.69,3344.86,75.0
1253,467817.16,385.89,4250.72,75.0
1254,467357.71,385.7,4253.81,75.0
1255,467357.71,385.7,4253.81,75.0
1256,536624.25,413.3,3699.98,75.0
1257,536895.75,413.4,3694.7,75.0
1258,575497.05,428.0,3392.95,75.0
1259,575469.2,427.99,3392.95,75.0
126,217197.59,262.94,1882.81,75.0
1260,575469.2,427.99,3392.95,75.0
1261,486919.41,393.69,3480.16,75.0
1262,486919.41,393.69,3480.16,75.0
1263,627401.7,446.89,3999.02,75.0
1264,627227.67,446.83,4004.3,75.0
1265,627234.63,446.83,4006.48,75.0
1266,599625.47,436.88,4057.88,75.0
1267,599493.21,436.83,4052.6,75.0
1268,507810.76,402.05,4451.31,75.0
1269,507650.65,401.98,4450.4,75.0
127,217197.59,262.94,1882.81,75.0
1270,507650.65,401.98,4450.4,75.0
1271,651871.24,455.52,4176.91,75.0
1272,652003.51,455.56,4168.54,75.0
1273,554731.01,420.21,3873.41,75.0
1274,554696.2,420.2,3878.68,75.0
1275,554995.54,420.31,3883.96,75.0
1276,368581.53,342.52,3473.95,75.0
1277,368581.53,342.52,3473.95,75.0
1278,418808.48,365.12,3389.46,75.0
1279,418745.82,365.09,3394.73,75.0
128,209261.53,258.09,3590.23,75.0
1280,418641.4,365.04,3396.92,75.0
1281,265941.75,290.95,3320.86,75.0
1282,266067.05,291.02,3320.86,75.0
1283,159897.81,225.6,2135.64,75.0
1284,160218.03,225.83,2135.64,75.0
1285,160176.26,225.8,2135.64,75.0
1286,112399.75,189.15,2269.81,75.0
1287,112399.75,189.15,2269.81,75.0
1288,55803.07,133.28,1716.73,75.0
1289,55329.69,132.71,1707.99,75.0
129,209310.26,258.12,3592.41,75.0
1290,28576.8,95.37,1149.94,75.0
1291,15127.26,69.39,1124.46,75.0
1292,17591.61,74.83,819.24,75.0
1293,4169.92,36.43,262.63,75.0
1294,4169.92,36.43,262.63,75.0
1295,4169.92,36.43,262.63,75.0
1296,3995.88,35.66,241.15,75.0
1297,4002.84,35.7,238.96,75.0
1298,4142.07,36.31,243.33,75.0
1299,4155.99,36.37,243.33,75.0
13,30811.43,99.03,1151.38,75.0
130,209310.26,258.12,3592.41,75.0
1300,4155.99,36.37,243.33,75.0
1301,4197.76,36.55,245.14,75.0
1302,4197.76,36.55,245.14,75.0
1303,4545.83,38.04,256.98,75.0
1304,4545.83,38.04,256.98,75.0
1305,4545.83,38.04,256.98,75.0
1306,5012.25,39.94,269.72,75.0
1307,5158.44,40.52,270.62,75.0
1308,4371.8,37.3,250.42,75.0
1309,4399.64,37.42,250.42,75.0
131,180636.0,239.79,4244.86,75.0
1310,4385.72,37.36,250.42,75.0
1311,4406.61,37.45,252.61,75.0
1312,4434.45,37.57,252.61,75.0
1313,4810.37,39.13,261.35,75.0
1314,4810.37,39.13,261.35,75.0
1315,4810.37,39.13,261.35,75.0
1316,4281.3,36.92,311.78,75.0
1317,4135.11,36.28,241.15,75.0
1318,19805.36,79.4,724.04,75.0
1319,19798.4,79.39,718.76,75.0
132,167966.14,231.23,4182.07,75.0
1320,19742.7,79.27,718.76,75.0
1321,44323.62,118.78,1484.48,75.0
1322,61727.28,140.17,2216.35,75.0
1323,91028.07,170.22,2631.33,75.0
1324,90631.27,169.85,2636.61,75.0
1325,91028.07,170.22,2631.33,75.0
1326,92169.75,171.28,3316.4,75.0
1327,79576.46,159.15,3585.96,75.0
1328,88201.72,167.56,3359.58,75.0
1329,87470.76,166.86,3300.78,75.0
133,152574.35,220.38,1746.83,75.0
1330,85257.02,164.74,3308.25,75.0
1331,129852.14,203.31,2429.99,75.0
1332,129476.22,203.01,2415.07,75.0
1333,35802.8,106.75,1388.75,75.0
1334,35851.53,106.83,1386.56,75.0
1335,35545.22,106.37,1389.65,75.0
1336,25952.33,90.89,1201.27,75.0
1337,25980.17,90.94,1205.64,75.0
1338,40654.93,113.76,1455.0,75.0
1339,44079.97,118.45,1433.15,75.0
134,152574.35,220.38,1746.83,75.0
1340,44079.97,118.45,1433.15,75.0
1341,14250.11,67.35,658.15,75.0
1342,14062.15,66.9,660.34,75.0
1343,4566.72,38.13,305.22,75.0
1344,4587.6,38.21,307.41,75.0
1345,4559.76,38.1,307.41,75.0
1346,107693.81,185.15,3718.85,75.0
1347,82667.35,162.22,2800.25,75.0
1348,252749.78,283.64,6625.92,75.0
1349,209010.92,257.93,4892.83,75.0
135,152449.04,220.29,1743.73,75.0
1350,257010.19,286.02,6783.92,75.0
1351,321529.02,319.92,4174.23,75.0
1352,316189.57,317.25,4373.01,75.0
1353,372772.33,344.47,4953.91,75.0
1354,373907.05,344.99,4956.09,75.0
1355,373155.21,344.64,4951.72,75.0
1356,93450.66,172.47,1924.93,75.0
1357,93840.5,172.83,1910.01,75.0
1358,426883.77,368.62,3131.89,75.0
1359,426911.62,368.63,3131.89,75.0
136,17675.15,75.01,614.66,75.0
1360,426925.54,368.64,3131.89,75.0
1361,438258.8,373.5,3083.49,75.0
1362,438258.8,373.5,3083.49,75.0
1363,377930.78,346.84,3653.74,75.0
1364,378174.43,346.95,3651.56,75.0
1365,377944.7,346.85,3653.74,75.0
1366,318744.43,318.53,3906.94,75.0
1367,318793.16,318.55,3909.13,75.0
1368,301486.97,309.78,2885.68,75.0
1369,301431.28,309.76,2885.68,75.0
137,17250.5,74.1,613.75,75.0
1370,301821.12,309.96,2890.05,75.0
1371,356656.55,336.94,3089.27,75.0
1372,357185.62,337.19,3099.82,75.0
1373,318674.82,318.49,3916.22,75.0
1374,318660.89,318.49,3916.22,75.0
1375,318695.7,318.5,3914.03,75.0
1376,333050.23,325.6,4105.81,75.0
1377,333857.76,325.99,4101.44,75.0
1378,494535.25,396.76,3604.6,75.0
1379,494764.98,396.85,3611.15,75.0
138,15273.45,69.73,609.38,75.0
1380,494932.06,396.92,3603.69,75.0
1381,423751.11,367.27,3583.8,75.0
1382,423772.0,367.27,3585.98,75.0
1383,394109.21,354.19,2646.5,75.0
1384,394192.75,354.23,2646.5,75.0
1385,394109.21,354.19,2646.5,75.0
1386,487260.53,393.83,3041.56,75.0
1387,512238.25,403.8,3751.57,75.0
1388,402052.24,357.74,3284.51,75.0
1389,402156.66,357.79,3282.33,75.0
139,15621.52,70.52,605.01,75.0
1390,402142.74,357.78,3282.33,75.0
1391,319607.65,318.96,2861.55,75.0
1392,319607.65,318.96,2861.55,75.0
1393,219940.41,264.59,2039.75,75.0
1394,219863.83,264.55,2034.47,75.0
1395,219926.49,264.58,2039.75,75.0
1396,294873.58,306.37,2790.92,75.0
1397,294873.58,306.37,2790.92,75.0
1398,430963.19,370.38,3640.32,75.0
1399,430977.11,370.38,3640.32,75.0
14,30811.43,99.03,1151.38,75.0
140,15621.52,70.52,605.01,75.0
1400,430977.11,370.38,3640.32,75.0
1401,452098.18,379.35,4197.24,75.0
1402,452014.65,379.32,4197.24,75.0
1403,336127.2,327.1,3908.91,75.0
1404,336141.12,327.1,3908.91,75.0
1405,336141.12,327.1,3908.91,75.0
1406,183058.59,241.39,2180.26,75.0
1407,183058.59,241.39,2180.26,75.0
1408,13366.01,65.23,1274.62,75.0
1409,13366.01,65.23,1274.62,75.0
141,15795.56,70.91,651.97,75.0
1410,13331.2,65.14,1272.43,75.0
1411,10859.88,58.79,425.68,75.0
1412,10859.88,58.79,425.68,75.0
1413,125953.72,200.23,2057.39,75.0
1414,126002.45,200.27,2055.2,75.0
1415,125953.72,200.23,2057.39,75.0
1416,223100.91,266.49,3312.96,75.0
1417,222537.03,266.15,3322.6,75.0
1418,175978.78,236.68,2480.73,75.0
1419,176187.63,236.82,2483.82,75.0
142,16004.4,71.37,714.76,75.0
1420,176187.63,236.82,2483.82,75.0
1421,217260.25,262.98,2303.0,75.0
1422,217239.36,262.96,2303.9,75.0
1423,144714.86,214.63,2292.73,75.0
1424,144547.78,214.5,2292.73,75.0
1425,144547.78,214.5,2292.73,75.0
1426,140022.83,211.12,3221.41,75.0
1427,140022.83,211.12,3221.41,75.0
1428,213702.94,260.81,4233.34,75.0
1429,211621.46,259.54,4226.78,75.0
143,14542.49,68.04,829.79,75.0
1430,207235.74,256.84,4181.47,75.0
1431,90171.81,169.42,2526.7,75.0
1432,90011.7,169.27,2510.86,75.0
1433,67916.02,147.03,2215.45,75.0
1434,67693.25,146.79,2204.89,75.0
1435,67435.68,146.51,2202.71,75.0
1436,35141.46,105.76,1376.01,75.0
1437,23042.44,85.64,690.19,75.0
1438,11918.02,61.59,553.83,75.0
1439,12057.25,61.95,553.83,75.0
144,17668.19,74.99,802.13,75.0
1440,12057.25,61.95,553.83,75.0
1441,13881.15,66.47,609.16,75.0
1442,13881.15,66.47,609.16,75.0
1443,12001.56,61.81,872.91,75.0
1444,12001.56,61.81,872.91,75.0
1445,12001.56,61.81,872.91,75.0
1446,11395.91,60.23,415.5,75.0
1447,11423.76,60.3,415.5,75.0
1448,12022.44,61.86,420.41,75.0
1449,11973.71,61.74,418.22,75.0
145,17570.73,74.79,802.13,75.0
1450,11987.64,61.77,418.22,75.0
1451,17877.03,75.43,573.88,75.0
1452,15760.75,70.83,482.82,75.0
1453,13470.43,65.48,450.26,75.0
1454,13470.43,65.48,450.26,75.0
1455,13484.35,65.51,450.26,75.0
1456,60425.48,138.69,1735.28,75.0
1457,60515.98,138.79,1737.46,75.0
1458,89552.24,168.84,2733.78,75.0
1459,85723.44,165.19,2718.85,75.0
146,17104.31,73.79,641.42,75.0
1460,86433.5,165.87,2702.64,75.0
1461,117300.62,193.23,3901.05,75.0
1462,149615.73,218.23,4483.45,75.0
1463,91654.6,170.81,2892.52,75.0
1464,111661.84,188.53,4037.18,75.0
1465,109998.05,187.12,4153.12,75.0
1466,106106.59,183.78,2616.62,75.0
1467,110262.59,187.34,2714.54,75.0
1468,160935.06,226.33,1934.3,75.0
1469,161004.68,226.38,1934.3,75.0
147,17668.19,74.99,676.54,75.0
1470,161067.33,226.43,1936.48,75.0
1471,402831.92,358.09,3208.79,75.0
1472,402929.38,358.13,3208.79,75.0
1473,416267.54,364.01,2630.85,75.0
1474,415557.47,363.7,2645.78,75.0
1475,415522.67,363.68,2643.59,75.0
1476,322670.7,320.48,2315.67,75.0
1477,322608.04,320.45,2313.49,75.0
1478,413984.18,363.01,2970.82,75.0
1479,413872.8,362.96,2970.82,75.0
148,9237.86,54.23,633.95,75.0
1480,413907.61,362.98,2973.01,75.0
1481,320443.03,319.37,2416.31,75.0
1482,320540.49,319.42,2416.31,75.0
1483,337790.99,327.91,2412.91,75.0
1484,337888.45,327.95,2412.91,75.0
1485,337902.37,327.96,2412.91,75.0
1486,327592.45,322.92,2598.79,75.0
1487,327307.03,322.78,2596.6,75.0
1488,327105.15,322.68,2486.63,75.0
1489,327119.07,322.68,2486.63,75.0
149,9439.74,54.82,631.77,75.0
1490,327132.99,322.69,2486.63,75.0
1491,244375.14,278.9,2272.99,75.0
1492,244375.14,278.9,2272.99,75.0
1493,305670.81,311.93,2495.22,75.0
1494,305691.69,311.94,2497.4,75.0
1495,305691.69,311.94,2497.4,75.0
1496,319746.88,319.03,3094.66,75.0
1497,319927.88,319.12,3094.66,75.0
1498,290369.51,304.02,2231.15,75.0
1499,290404.32,304.04,2228.96,75.0
15,30811.43,99.03,1151.38,75.0
150,8799.29,52.92,636.14,75.0
1500,290369.51,304.02,2231.15,75.0
1501,432982.01,371.24,3265.46,75.0
1502,432954.17,371.23,3265.46,75.0
1503,434068.0,371.71,3897.94,75.0
1504,434109.77,371.73,3897.94,75.0
1505,434109.77,371.73,3897.94,75.0
1506,406925.26,359.9,3705.48,75.0
1507,407238.53,360.04,3707.66,75.0
1508,498565.94,398.37,3365.29,75.0
1509,498572.9,398.37,3363.1,75.0
151,58538.93,136.5,1660.49,75.0
1510,498545.05,398.36,3367.47,75.0
1511,373447.59,344.78,2732.83,75.0
1512,373531.13,344.82,2732.83,75.0
1513,208996.99,257.93,2461.9,75.0
1514,209080.53,257.98,2461.9,75.0
1515,209080.53,257.98,2461.9,75.0
1516,201736.19,253.41,2393.65,75.0
1517,199974.94,252.3,2397.64,75.0
1518,130945.09,204.16,3383.03,75.0
1519,169699.54,232.42,2229.47,75.0
152,58309.2,136.24,1650.84,75.0
1520,169699.54,232.42,2229.47,75.0
1521,43773.67,118.04,1355.43,75.0
1522,43773.67,118.04,1355.43,75.0
1523,7574.07,49.1,328.14,75.0
1524,7574.07,49.1,328.14,75.0
1525,7574.07,49.1,328.14,75.0
1526,35969.87,107.0,1128.83,75.0
1527,37953.89,109.91,1150.31,75.0
1528,45305.19,120.09,1415.88,75.0
1529,45124.19,119.85,1415.88,75.0
153,62423.42,140.96,2033.63,75.0
1530,45381.77,120.19,1428.62,75.0
1531,125918.91,200.2,3170.45,75.0
1532,127067.55,201.11,3120.4,75.0
1533,215902.76,262.15,4187.5,75.0
1534,279593.17,298.32,6224.75,75.0
1535,210096.9,258.6,4280.14,75.0
1536,244514.37,278.98,4213.51,75.0
1537,246707.23,280.23,4166.02,75.0
1538,156792.99,223.4,3364.64,75.0
1539,177851.41,237.93,2895.61,75.0
154,76596.96,156.15,2175.42,75.0
1540,179153.21,238.8,2874.13,75.0
1541,217956.39,263.4,4482.76,75.0
1542,221527.62,265.55,4377.38,75.0
1543,269380.71,292.83,2933.46,75.0
1544,267654.27,291.89,2915.44,75.0
1545,265294.33,290.6,3001.53,75.0
1546,273202.55,294.9,5889.15,75.0
1547,219536.65,264.35,4994.75,75.0
1548,222836.38,266.33,2165.64,75.0
1549,222822.45,266.32,2165.64,75.0
155,71654.32,151.02,1926.59,75.0
1550,222836.38,266.33,2165.64,75.0
1551,386200.99,350.62,3582.3,75.0
1552,386033.92,350.54,3582.3,75.0
1553,319976.61,319.14,3203.36,75.0
1554,320115.84,319.21,3200.27,75.0
1555,320157.61,319.23,3200.27,75.0
1556,371296.5,343.78,3197.92,75.0
1557,371261.7,343.77,3195.74,75.0
1558,425428.83,367.99,3805.58,75.0
1559,425470.59,368.01,3805.58,75.0
156,105452.22,183.21,1528.22,75.0
1560,425387.06,367.97,3805.58,75.0
1561,317463.52,317.89,2388.18,75.0
1562,317679.33,317.99,2378.53,75.0
1563,379135.11,347.39,3268.71,75.0
1564,379162.95,347.41,3268.71,75.0
1565,379190.8,347.42,3268.71,75.0
1566,373377.98,344.75,2744.36,75.0
1567,373364.06,344.74,2744.36,75.0
1568,292276.95,305.02,2804.06,75.0
1569,292304.8,305.03,2804.06,75.0
157,105514.87,183.27,1530.41,75.0
1570,292332.65,305.04,2804.06,75.0
1571,318097.01,318.2,2682.69,75.0
1572,318110.94,318.21,2682.69,75.0
1573,181387.84,240.29,2432.27,75.0
1574,181373.91,240.28,2432.27,75.0
1575,181373.91,240.28,2432.27,75.0
1576,123739.98,198.46,1960.9,75.0
1577,123767.82,198.49,1960.9,75.0
1578,73408.61,152.86,2687.65,75.0
1579,73408.61,152.86,2687.65,75.0
158,191732.57,247.04,1709.36,75.0
1580,73408.61,152.86,2687.65,75.0
1581,67484.41,146.56,2190.06,75.0
1582,67484.41,146.56,2190.06,75.0
1583,77877.87,157.45,1598.54,75.0
1584,77891.79,157.46,1598.54,75.0
1585,77989.25,157.56,1601.63,75.0
1586,54640.51,131.88,1505.15,75.0
1587,54682.28,131.93,1505.15,75.0
1588,97021.89,175.74,2098.76,75.0
1589,97182.0,175.88,2100.95,75.0
159,191760.41,247.06,1709.36,75.0
1590,92984.24,172.04,2013.58,75.0
1591,92650.09,171.73,3061.01,75.0
1592,90603.42,169.82,2837.13,75.0
1593,107352.7,184.86,2573.81,75.0
1594,86983.46,166.4,3878.06,75.0
1595,87930.22,167.3,3896.08,75.0
1596,121004.12,196.26,2647.53,75.0
1597,120475.05,195.83,2641.35,75.0
1598,115191.3,191.49,2160.27,75.0
1599,115191.3,191.49,2160.27,75.0
16,69551.96,148.79,1752.7,75.0
160,191746.49,247.05,1709.36,75.0
1600,115191.3,191.49,2160.27,75.0
1601,10191.58,56.96,660.34,75.0
1602,17306.19,74.22,708.21,75.0
1603,9634.66,55.38,394.77,75.0
1604,9634.66,55.38,394.77,75.0
1605,9634.66,55.38,394.77,75.0
1606,13567.89,65.72,457.19,75.0
1607,13567.89,65.72,457.19,75.0
1608,15155.1,69.46,477.02,75.0
1609,15155.1,69.46,477.02,75.0
161,233765.87,272.78,1846.87,75.0
1610,15155.1,69.46,477.02,75.0
1611,210695.59,258.97,6581.52,75.0
1612,203963.86,254.8,6629.01,75.0
1613,251454.95,282.91,6024.01,75.0
1614,248628.59,281.32,7277.52,75.0
1615,250389.84,282.31,7140.47,75.0
1616,250139.23,282.17,4171.51,75.0
1617,250682.22,282.48,4178.98,75.0
1618,306805.52,312.5,5270.12,75.0
1619,308559.81,313.4,5293.79,75.0
162,233856.37,272.83,1844.68,75.0
1620,304389.9,311.27,5535.31,75.0
1621,227834.71,269.3,2909.26,75.0
1622,227542.33,269.13,2909.26,75.0
1623,210319.67,258.74,3431.65,75.0
1624,214510.47,261.31,3181.01,75.0
1625,209595.68,258.3,3266.19,75.0
1626,74800.9,154.3,1495.34,75.0
1627,74800.9,154.3,1495.34,75.0
1628,180900.53,239.96,2007.11,75.0
1629,180670.81,239.81,2009.3,75.0
163,245656.05,279.63,1879.06,75.0
1630,180886.61,239.95,2007.11,75.0
1631,193716.58,248.32,2045.64,75.0
1632,193716.58,248.32,2045.64,75.0
1633,209783.64,258.41,2186.68,75.0
1634,209769.71,258.4,2186.68,75.0
1635,209769.71,258.4,2186.68,75.0
1636,183573.74,241.73,1974.48,75.0
1637,183573.74,241.73,1974.48,75.0
1638,211391.74,259.4,2146.12,75.0
1639,211377.81,259.39,2146.12,75.0
164,245697.82,279.66,1879.06,75.0
1640,211363.89,259.38,2146.12,75.0
1641,221318.78,265.42,2161.58,75.0
1642,221235.24,265.37,2158.49,75.0
1643,213146.02,260.47,2122.99,75.0
1644,213201.72,260.51,2122.99,75.0
1645,213187.79,260.5,2122.99,75.0
1646,194955.73,249.11,1935.73,75.0
1647,194927.88,249.09,1935.73,75.0
1648,201402.04,253.2,1969.43,75.0
1649,201402.04,253.2,1969.43,75.0
165,245607.32,279.61,1881.25,75.0
1650,201409.0,253.2,1971.61,75.0
1651,192359.1,247.45,2027.47,75.0
1652,192400.87,247.47,2027.47,75.0
1653,212609.99,260.15,2083.18,75.0
1654,212651.76,260.17,2083.18,75.0
1655,212623.91,260.15,2083.18,75.0
1656,228468.2,269.67,2233.49,75.0
1657,228433.39,269.65,2231.31,75.0
1658,196146.13,249.87,2006.14,75.0
1659,196243.6,249.93,2006.14,75.0
166,246930.0,280.36,1879.96,75.0
1660,196243.6,249.93,2006.14,75.0
1661,262314.83,288.96,2106.1,75.0
1662,262231.29,288.91,2106.1,75.0
1663,349089.44,333.34,2580.24,75.0
1664,349145.13,333.37,2583.33,75.0
1665,349103.36,333.35,2583.33,75.0
1666,255527.4,285.2,2000.71,75.0
1667,255569.17,285.22,2000.71,75.0
1668,295047.62,306.46,2150.12,75.0
1669,295061.54,306.47,2150.12,75.0
167,246985.69,280.39,1879.96,75.0
1670,295047.62,306.46,2150.12,75.0
1671,331212.41,324.7,2293.35,75.0
1672,331282.02,324.73,2293.35,75.0
1673,341431.83,329.67,2308.36,75.0
1674,341424.87,329.66,2310.55,75.0
1675,341397.03,329.65,2310.55,75.0
1676,294295.78,306.07,2194.46,75.0
1677,294281.86,306.06,2194.46,75.0
1678,396016.65,355.04,3397.1,75.0
1679,395988.81,355.03,3397.1,75.0
168,291775.73,304.75,2159.93,75.0
1680,395689.46,354.9,3399.29,75.0
1681,305183.5,311.68,2247.98,75.0
1682,305183.5,311.68,2247.98,75.0
1683,296899.37,307.42,2497.87,75.0
1684,296913.29,307.43,2497.87,75.0
1685,296899.37,307.42,2497.87,75.0
1686,388393.85,351.61,2834.15,75.0
1687,388087.55,351.47,2837.25,75.0
1688,327105.15,322.68,2613.05,75.0
1689,327105.15,322.68,2613.05,75.0
169,291622.58,304.67,2159.93,75.0
1690,327105.15,322.68,2613.05,75.0
1691,285774.95,301.6,2267.27,75.0
1692,285865.45,301.65,2265.09,75.0
1693,290787.2,304.24,2346.27,75.0
1694,290675.82,304.18,2346.27,75.0
1695,290731.51,304.21,2346.27,75.0
1696,372640.06,344.41,2690.62,75.0
1697,372681.83,344.42,2690.62,75.0
1698,323067.5,320.68,2311.68,75.0
1699,323067.5,320.68,2311.68,75.0
17,69691.19,148.94,1752.7,75.0
170,291740.92,304.74,2162.11,75.0
1700,323074.46,320.68,2313.86,75.0
1701,331344.68,324.76,2380.28,75.0
1702,331330.75,324.76,2380.28,75.0
1703,291204.89,304.46,2206.2,75.0
1704,291218.81,304.46,2206.2,75.0
1705,291218.81,304.46,2206.2,75.0
1706,270139.51,293.24,2266.12,75.0
1707,270055.97,293.19,2266.12,75.0
1708,377276.4,346.54,2591.17,75.0
1709,377234.63,346.52,2591.17,75.0
171,243477.11,278.39,1949.16,75.0
1710,377276.4,346.54,2591.17,75.0
1711,293474.33,305.64,2221.66,75.0
1712,293488.25,305.65,2221.66,75.0
1713,314699.82,316.5,2294.1,75.0
1714,314741.59,316.52,2294.1,75.0
1715,314727.67,316.51,2294.1,75.0
1716,355048.45,336.18,3441.41,75.0
1717,355097.18,336.2,3443.6,75.0
1718,248865.28,281.45,2405.35,75.0
1719,249060.2,281.56,2408.44,75.0
172,243504.96,278.41,1949.16,75.0
1720,249060.2,281.56,2408.44,75.0
1721,160593.95,226.09,2120.71,75.0
1722,160774.95,226.22,2117.62,75.0
1723,91884.33,171.02,1638.42,75.0
1724,91912.17,171.05,1638.42,75.0
1725,92023.56,171.15,1638.42,75.0
1726,25792.21,90.61,1037.25,75.0
1727,25778.29,90.58,1037.25,75.0
1728,7650.65,49.35,340.88,75.0
1729,7650.65,49.35,340.88,75.0
173,246359.16,280.03,1901.29,75.0
1730,7650.65,49.35,340.88,75.0
1731,7504.46,48.87,478.14,75.0
1732,7504.46,48.87,478.14,75.0
1733,14800.07,68.64,637.95,75.0
1734,14333.65,67.55,684.91,75.0
1735,13637.5,65.89,669.99,75.0
1736,89044.05,168.36,3229.25,75.0
1737,90109.16,169.36,3194.12,75.0
1738,26293.44,91.48,1079.68,75.0
1739,27100.97,92.88,1105.16,75.0
174,246345.23,280.03,1901.29,75.0
1740,17243.54,74.09,649.41,75.0
1741,10038.43,56.53,483.79,75.0
1742,13936.85,66.61,820.15,75.0
1743,93979.73,172.96,1955.53,75.0
1744,69948.76,149.22,2345.41,75.0
1745,69948.76,149.22,2345.41,75.0
1746,119375.14,194.93,4101.79,75.0
1747,125431.61,199.82,4403.39,75.0
1748,93443.7,172.46,2596.2,75.0
1749,93374.08,172.4,2624.77,75.0
175,246331.31,280.02,1901.29,75.0
1750,93701.27,172.7,2595.3,75.0
1751,184938.18,242.63,2103.69,75.0
1752,184910.34,242.61,2103.69,75.0
1753,105208.57,183.0,2621.15,75.0
1754,107380.54,184.88,2860.49,75.0
1755,105737.64,183.46,3019.76,75.0
1756,68110.94,147.24,1924.4,75.0
1757,75316.05,154.83,2536.5,75.0
1758,161255.29,226.56,3882.81,75.0
1759,159278.24,225.17,4133.45,75.0
176,339524.39,328.75,2417.96,75.0
1760,162369.12,227.34,3961.81,75.0
1761,207228.78,256.83,3826.95,75.0
1762,215394.58,261.84,4002.06,75.0
1763,120593.39,195.92,1953.88,75.0
1764,116674.09,192.71,1992.1,75.0
1765,116952.55,192.94,1989.01,75.0
1766,197141.62,250.5,2991.5,75.0
1767,196375.86,250.02,2973.49,75.0
1768,205363.11,255.67,3628.55,75.0
1769,203420.86,254.46,3692.25,75.0
177,339538.32,328.75,2417.96,75.0
1770,173939.07,235.3,2549.24,75.0
1771,44086.93,118.46,1587.68,75.0
1772,44086.93,118.46,1587.68,75.0
1773,24093.62,87.57,1322.86,75.0
1774,23397.47,86.3,1318.49,75.0
1775,24037.93,87.47,1322.86,75.0
1776,5429.94,41.57,292.11,75.0
1777,5485.63,41.79,292.11,75.0
1778,4740.76,38.85,264.44,75.0
1779,4740.76,38.85,264.44,75.0
178,294831.81,306.35,2130.01,75.0
1780,4740.76,38.85,264.44,75.0
1781,4406.61,37.45,249.52,75.0
1782,4406.61,37.45,249.52,75.0
1783,5241.98,40.85,274.99,75.0
1784,5214.13,40.74,274.99,75.0
1785,5228.06,40.79,274.99,75.0
1786,142661.23,213.1,4175.51,75.0
1787,144881.93,214.75,3988.04,75.0
1788,59534.42,137.66,1651.91,75.0
1789,66064.27,145.01,1892.52,75.0
179,294845.73,306.35,2130.01,75.0
1790,66280.07,145.25,1887.25,75.0
1791,104811.76,182.65,2868.85,75.0
1792,106204.05,183.86,2876.32,75.0
1793,92831.09,171.9,3235.43,75.0
1794,99910.89,178.33,3418.53,75.0
1795,42736.41,116.63,1895.46,75.0
1796,74745.21,154.25,2349.4,75.0
1797,72893.46,152.32,2425.84,75.0
1798,94529.68,173.46,2471.37,75.0
1799,39018.99,111.45,1274.99,75.0
18,79117.01,158.69,2066.66,75.0
180,294776.12,306.32,2130.01,75.0
1800,69419.69,148.65,2211.08,75.0
1801,91953.94,171.08,2062.2,75.0
1802,91167.3,170.35,2079.31,75.0
1803,101693.03,179.92,2702.86,75.0
1804,100356.43,178.73,2598.39,75.0
1805,101463.3,179.71,2664.65,75.0
1806,96701.66,175.45,2293.32,75.0
